Farm_ID,Farmer_ID,Farm_Location,Farm_Size,Irrigation_Type,Crop_Type,Has_IoT_Sensors,Soil_Quality,Access_to_Market,Pest_Incidence,Weather_Anomalies,Proximity_to_Roads
FARM_791668,FARMER_2239,Niger,1.84,None,Livestock Farming,True,Good,Poor,Moderate,Frequent,Close
FARM_89da64,FARMER_2240,Plateau,4.71,None,Livestock Farming,False,Good,Good,High,None,Close
FARM_c24941,FARMER_2241,Zamfara,3.77,None,Livestock Farming,False,Good,Poor,High,None,Close
FARM_0bba42,FARMER_2242,Ebonyi,3.69,Drip,Crop Farming,False,Fair,Good,Low,Frequent,Far
FARM_174b1c,FARMER_2243,Kaduna,2.87,Sprinkler,Mixed Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_ebc6b8,FARMER_2244,Kebbi,2.51,Manual,Mixed Farming,True,Good,Good,Moderate,None,Far
FARM_1a0f78,FARMER_2245,Sokoto,3.22,Manual,Livestock Farming,False,Fair,Poor,High,Frequent,Far
FARM_4bd9a8,FARMER_2246,Cross River,1.48,Manual,Mixed Farming,False,Poor,Poor,Moderate,Rare,Close
FARM_4ccef3,FARMER_2247,Ebonyi,2.82,None,Mixed Farming,True,Fair,Poor,Low,Rare,Far
FARM_2143ef,FARMER_2248,Kano,2.82,None,Livestock Farming,False,Poor,Good,Low,Rare,Far
FARM_79fd3e,FARMER_2249,Kaduna,3.15,None,Crop Farming,True,Fair,Good,Low,Frequent,Close
FARM_d122cd,FARMER_2250,Zamfara,3.54,Sprinkler,Livestock Farming,False,Fair,Good,High,Frequent,Far
FARM_a258de,FARMER_2251,Sokoto,4.83,None,Crop Farming,False,Poor,Poor,Low,Rare,Close
FARM_588c41,FARMER_2252,Benue,3.61,Sprinkler,Crop Farming,False,Poor,Poor,High,Rare,Close
FARM_7f8fc8,FARMER_2253,Plateau,4.53,Sprinkler,Crop Farming,True,Good,Good,High,Rare,Close
FARM_1f5aaa,FARMER_2254,Kebbi,3.23,Sprinkler,Crop Farming,False,Fair,Good,Low,Rare,Close
FARM_2b8b96,FARMER_2255,Kaduna,3.51,Drip,Mixed Farming,False,Poor,Good,High,Frequent,Close
FARM_ef5523,FARMER_2256,Katsina,1.28,Manual,Mixed Farming,False,Good,Poor,High,Rare,Far
FARM_338387,FARMER_2257,Plateau,1.53,Sprinkler,Livestock Farming,False,Poor,Good,Low,None,Close
FARM_47cd52,FARMER_2258,Kaduna,3.32,Manual,Mixed Farming,False,Good,Good,Low,None,Far
FARM_00cbf2,FARMER_2259,Katsina,2.58,Sprinkler,Mixed Farming,True,Good,Poor,High,Frequent,Close
FARM_279fe5,FARMER_2260,Sokoto,4.2,Sprinkler,Crop Farming,True,Poor,Good,High,None,Close
FARM_031137,FARMER_2261,Zamfara,3.17,None,Livestock Farming,False,Poor,Good,Moderate,None,Close
FARM_e46685,FARMER_2262,Katsina,4.53,Manual,Livestock Farming,False,Fair,Good,Low,None,Far
FARM_d14054,FARMER_2263,Ebonyi,4.89,Sprinkler,Mixed Farming,True,Fair,Good,Moderate,Frequent,Close
FARM_fd4f40,FARMER_2264,Katsina,1.59,Manual,Crop Farming,True,Good,Good,High,None,Far
FARM_86e216,FARMER_2265,Bauchi,2.58,None,Mixed Farming,True,Poor,Poor,Moderate,Rare,Far
FARM_851a8d,FARMER_2266,Ondo,3.66,Sprinkler,Crop Farming,False,Fair,Good,High,None,Far
FARM_23822e,FARMER_2267,Katsina,2.22,None,Mixed Farming,False,Good,Good,Moderate,None,Close
FARM_fec1a2,FARMER_2268,Benue,2.07,Sprinkler,Crop Farming,False,Fair,Good,High,None,Far
FARM_0b6ed0,FARMER_2269,Kaduna,4.25,None,Mixed Farming,True,Good,Good,High,Rare,Close
FARM_fc7646,FARMER_2270,Ebonyi,4.92,None,Livestock Farming,False,Fair,Poor,High,Frequent,Close
FARM_7be1e1,FARMER_2271,Sokoto,4.1,Drip,Crop Farming,False,Poor,Good,Low,Frequent,Close
FARM_aa7034,FARMER_2272,Zamfara,3.09,Sprinkler,Livestock Farming,True,Good,Poor,High,None,Close
FARM_26087a,FARMER_2273,Benue,2.77,Sprinkler,Crop Farming,True,Good,Good,Low,Rare,Close
FARM_7e6a6a,FARMER_2274,Zamfara,3.16,Sprinkler,Crop Farming,False,Fair,Good,High,None,Close
FARM_8758f7,FARMER_2275,Oyo,2.85,Manual,Crop Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_f19d03,FARMER_2276,Kaduna,3.01,Drip,Crop Farming,True,Fair,Poor,High,Frequent,Close
FARM_91d8f6,FARMER_2277,Kano,1.81,Manual,Crop Farming,False,Poor,Good,High,Rare,Close
FARM_165da4,FARMER_2278,Benue,4.61,Sprinkler,Livestock Farming,True,Fair,Good,Moderate,Rare,Far
FARM_2d39a1,FARMER_2279,Osun,4.02,Drip,Livestock Farming,True,Fair,Good,High,Frequent,Far
FARM_5d38d3,FARMER_2280,Kaduna,3.72,None,Livestock Farming,False,Poor,Good,High,Frequent,Close
FARM_abe246,FARMER_2281,Benue,4.8,Drip,Livestock Farming,False,Fair,Good,High,Frequent,Close
FARM_5943a2,FARMER_2282,Niger,2.14,None,Livestock Farming,False,Poor,Poor,Moderate,None,Far
FARM_975536,FARMER_2283,Osun,1.32,Sprinkler,Mixed Farming,False,Poor,Good,High,Frequent,Far
FARM_66bf62,FARMER_2284,Zamfara,4.3,Sprinkler,Livestock Farming,True,Fair,Poor,Low,Frequent,Close
FARM_6d97fd,FARMER_2285,Katsina,4.99,None,Mixed Farming,False,Poor,Poor,Low,Rare,Far
FARM_fa23ad,FARMER_2286,Taraba,3.31,Drip,Mixed Farming,True,Fair,Poor,Low,Frequent,Far
FARM_cccc8b,FARMER_2287,Benue,1.24,Manual,Mixed Farming,False,Poor,Good,Low,Frequent,Close
FARM_10b67b,FARMER_2288,Cross River,4.12,Drip,Crop Farming,False,Good,Poor,Moderate,Rare,Far
FARM_d68127,FARMER_2289,Katsina,1.29,None,Mixed Farming,False,Fair,Good,High,Frequent,Far
FARM_cdbc77,FARMER_2290,Kaduna,3.16,None,Mixed Farming,False,Good,Poor,Low,Rare,Far
FARM_92ca9e,FARMER_2291,Niger,2.11,Manual,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_642e18,FARMER_2292,Osun,4.66,Manual,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_063296,FARMER_2293,Osun,2.81,Manual,Mixed Farming,False,Good,Good,Moderate,Rare,Far
FARM_13441f,FARMER_2294,Taraba,4.59,None,Crop Farming,False,Fair,Good,High,Rare,Close
FARM_998a79,FARMER_2295,Zamfara,2.2,Sprinkler,Livestock Farming,False,Poor,Good,Low,Rare,Close
FARM_e3ddb2,FARMER_2296,Zamfara,2.55,Drip,Crop Farming,False,Fair,Poor,Low,Rare,Close
FARM_86c64e,FARMER_2297,Bauchi,4.79,Manual,Livestock Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_e29baf,FARMER_2298,Ebonyi,1.81,None,Crop Farming,True,Poor,Poor,Low,None,Far
FARM_2f1992,FARMER_2299,Katsina,3.31,Drip,Livestock Farming,False,Good,Good,Low,Frequent,Close
FARM_c39e0f,FARMER_2300,Ebonyi,2.55,Manual,Crop Farming,True,Poor,Good,Moderate,Rare,Far
FARM_dd6113,FARMER_2301,Kaduna,4.1,Sprinkler,Crop Farming,True,Good,Good,Moderate,Rare,Close
FARM_b2cc1b,FARMER_2302,Ondo,1.52,Drip,Crop Farming,False,Fair,Good,Low,Frequent,Far
FARM_fb845d,FARMER_2303,Osun,2.75,Drip,Crop Farming,True,Poor,Good,Moderate,None,Far
FARM_a6d2ff,FARMER_2304,Benue,3.8,None,Mixed Farming,False,Poor,Good,Moderate,Frequent,Far
FARM_fa5075,FARMER_2305,Kaduna,2.63,None,Livestock Farming,False,Good,Good,Low,Frequent,Close
FARM_82c666,FARMER_2306,Benue,1.23,None,Mixed Farming,False,Poor,Good,Low,Frequent,Close
FARM_81e83c,FARMER_2307,Zamfara,3.82,Sprinkler,Mixed Farming,True,Fair,Good,Moderate,None,Close
FARM_0e4be7,FARMER_2308,Katsina,3.01,Drip,Crop Farming,False,Poor,Poor,High,Rare,Close
FARM_ded074,FARMER_2309,Cross River,1.05,Manual,Mixed Farming,False,Poor,Poor,High,None,Close
FARM_882bee,FARMER_2310,Plateau,3.45,Sprinkler,Crop Farming,True,Fair,Poor,Low,Frequent,Far
FARM_cc042c,FARMER_2311,Kaduna,4.68,Manual,Mixed Farming,False,Good,Good,Low,Frequent,Far
FARM_cc7d40,FARMER_2312,Benue,1.44,Manual,Crop Farming,True,Poor,Poor,High,None,Far
FARM_674e31,FARMER_2313,Ebonyi,3.36,None,Crop Farming,False,Good,Good,Moderate,None,Far
FARM_1d37ba,FARMER_2314,Osun,3.91,Manual,Livestock Farming,False,Poor,Good,High,Rare,Close
FARM_94d3c4,FARMER_2315,Osun,1.28,Manual,Crop Farming,False,Fair,Good,High,Rare,Close
FARM_edbe85,FARMER_2316,Ebonyi,1.09,Sprinkler,Crop Farming,False,Good,Poor,Low,None,Close
FARM_652fbc,FARMER_2317,Niger,2.86,None,Mixed Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_3b1651,FARMER_2318,Oyo,4.16,Manual,Mixed Farming,False,Good,Good,High,Frequent,Close
FARM_3b2a19,FARMER_2319,Kebbi,1.64,Manual,Livestock Farming,False,Poor,Good,Moderate,None,Close
FARM_2d7738,FARMER_2320,Zamfara,4.35,Manual,Mixed Farming,False,Fair,Poor,Low,Rare,Far
FARM_41dc95,FARMER_2321,Kano,3.63,Drip,Livestock Farming,False,Fair,Poor,High,Frequent,Far
FARM_8381c1,FARMER_2322,Cross River,2.33,Drip,Crop Farming,False,Poor,Poor,Low,None,Close
FARM_1298b5,FARMER_2323,Oyo,3.06,None,Mixed Farming,True,Poor,Poor,High,Rare,Close
FARM_c8a3f0,FARMER_2324,Ebonyi,4.86,Sprinkler,Crop Farming,True,Good,Poor,Moderate,Frequent,Close
FARM_651ce3,FARMER_2325,Plateau,1.87,None,Livestock Farming,False,Poor,Poor,Low,None,Far
FARM_86dc84,FARMER_2326,Bauchi,3.0,Drip,Livestock Farming,False,Good,Poor,Moderate,Rare,Far
FARM_686523,FARMER_2327,Oyo,3.5,None,Livestock Farming,False,Poor,Poor,High,Frequent,Far
FARM_1a9a1f,FARMER_2328,Zamfara,1.55,Sprinkler,Crop Farming,False,Fair,Poor,Low,Frequent,Far
FARM_d1fffe,FARMER_2329,Ondo,1.17,None,Livestock Farming,False,Good,Good,Moderate,Frequent,Far
FARM_25b800,FARMER_2330,Osun,1.05,Manual,Livestock Farming,True,Good,Good,Moderate,Frequent,Far
FARM_cb416f,FARMER_2331,Ondo,2.3,Sprinkler,Livestock Farming,False,Fair,Good,High,None,Close
FARM_448fcc,FARMER_2332,Niger,1.3,Sprinkler,Livestock Farming,False,Good,Good,Low,Frequent,Close
FARM_0736e1,FARMER_2333,Ebonyi,4.22,Sprinkler,Crop Farming,False,Fair,Poor,Moderate,None,Close
FARM_57ac2f,FARMER_2334,Kaduna,4.99,None,Crop Farming,True,Fair,Good,Low,None,Far
FARM_53ae5c,FARMER_2335,Taraba,1.25,None,Crop Farming,False,Fair,Good,Low,Rare,Far
FARM_40ced7,FARMER_2336,Cross River,2.73,Manual,Crop Farming,False,Poor,Good,Low,None,Close
FARM_4fcfac,FARMER_2337,Niger,1.1,Sprinkler,Mixed Farming,False,Fair,Poor,Low,Frequent,Close
FARM_bee158,FARMER_2338,Benue,1.54,Manual,Mixed Farming,False,Good,Poor,High,None,Far
FARM_7665fb,FARMER_2339,Bauchi,2.29,Sprinkler,Mixed Farming,True,Poor,Poor,Moderate,None,Far
FARM_754c52,FARMER_2340,Kebbi,2.57,Drip,Livestock Farming,True,Fair,Good,Low,Rare,Far
FARM_394163,FARMER_2341,Ondo,4.76,None,Livestock Farming,True,Fair,Good,Moderate,None,Close
FARM_0b4df0,FARMER_2342,Plateau,2.58,Manual,Livestock Farming,True,Fair,Good,Moderate,Rare,Far
FARM_5ecc42,FARMER_2343,Plateau,2.99,None,Livestock Farming,False,Good,Good,Moderate,None,Far
FARM_972b17,FARMER_2344,Bauchi,1.98,None,Crop Farming,False,Poor,Poor,High,Rare,Far
FARM_1f0a0c,FARMER_2345,Oyo,1.0,Drip,Livestock Farming,False,Poor,Poor,Low,None,Far
FARM_dbc3a1,FARMER_2346,Ondo,4.6,Drip,Crop Farming,True,Poor,Good,Low,Frequent,Close
FARM_5ae47c,FARMER_2347,Oyo,1.33,Sprinkler,Crop Farming,False,Good,Good,Moderate,None,Close
FARM_1ea6bc,FARMER_2348,Sokoto,4.86,Drip,Crop Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_4a9d9b,FARMER_2349,Oyo,1.52,Sprinkler,Mixed Farming,False,Poor,Good,High,Rare,Far
FARM_5798c8,FARMER_2350,Zamfara,3.42,Drip,Mixed Farming,True,Fair,Poor,High,Frequent,Far
FARM_68d508,FARMER_2351,Kano,5.0,Drip,Mixed Farming,True,Good,Poor,Moderate,Frequent,Far
FARM_f1e4fa,FARMER_2352,Ondo,1.55,Manual,Crop Farming,False,Poor,Poor,Low,Rare,Far
FARM_f82853,FARMER_2353,Ondo,2.7,Drip,Mixed Farming,False,Good,Good,High,Frequent,Far
FARM_17f49a,FARMER_2354,Kebbi,4.12,Manual,Crop Farming,False,Poor,Poor,Low,None,Far
FARM_c8d5b6,FARMER_2355,Zamfara,1.13,Drip,Crop Farming,False,Poor,Good,High,None,Far
FARM_e7667e,FARMER_2356,Zamfara,3.76,Manual,Crop Farming,False,Fair,Good,Low,Frequent,Close
FARM_2f20d7,FARMER_2357,Plateau,1.32,None,Mixed Farming,False,Good,Poor,Moderate,None,Close
FARM_a6daf6,FARMER_2358,Cross River,1.95,Sprinkler,Mixed Farming,True,Poor,Good,High,None,Far
FARM_974e2e,FARMER_2359,Oyo,1.64,Drip,Crop Farming,False,Poor,Good,Moderate,Frequent,Close
FARM_80a341,FARMER_2360,Taraba,4.63,Manual,Crop Farming,True,Good,Poor,High,Rare,Close
FARM_57ccb2,FARMER_2361,Benue,1.72,Drip,Crop Farming,True,Fair,Good,Moderate,None,Close
FARM_3cded2,FARMER_2362,Sokoto,1.16,Manual,Crop Farming,False,Good,Good,High,Frequent,Close
FARM_10fe95,FARMER_2363,Kebbi,3.35,Manual,Crop Farming,True,Poor,Good,High,Rare,Far
FARM_a4a940,FARMER_2364,Benue,2.38,Drip,Livestock Farming,True,Good,Good,High,None,Far
FARM_ef947d,FARMER_2365,Benue,2.62,Sprinkler,Crop Farming,True,Fair,Good,Low,None,Far
FARM_a9782d,FARMER_2366,Sokoto,1.48,Manual,Livestock Farming,False,Fair,Good,Low,Frequent,Far
FARM_405b5f,FARMER_2367,Ondo,3.99,None,Livestock Farming,True,Fair,Good,High,None,Close
FARM_79630a,FARMER_2368,Katsina,3.41,Drip,Mixed Farming,False,Fair,Good,Moderate,Rare,Close
FARM_3ab6fe,FARMER_2369,Benue,2.46,None,Crop Farming,False,Fair,Good,Moderate,Frequent,Close
FARM_c6afb9,FARMER_2370,Katsina,1.69,Manual,Crop Farming,False,Fair,Good,High,Frequent,Close
FARM_45e7f1,FARMER_2371,Bauchi,3.37,Manual,Livestock Farming,False,Fair,Poor,Low,Frequent,Far
FARM_cd959f,FARMER_2372,Bauchi,4.11,Drip,Mixed Farming,False,Poor,Good,Low,Frequent,Far
FARM_7557c1,FARMER_2373,Benue,2.25,Sprinkler,Crop Farming,False,Good,Poor,Low,Rare,Far
FARM_0a91b0,FARMER_2374,Oyo,1.1,None,Livestock Farming,True,Fair,Good,Low,Rare,Close
FARM_4797a6,FARMER_2375,Cross River,1.86,Sprinkler,Crop Farming,True,Good,Good,Moderate,Rare,Far
FARM_38bb0e,FARMER_2376,Kano,3.73,None,Mixed Farming,False,Good,Good,High,Rare,Far
FARM_d2cc4d,FARMER_2377,Bauchi,4.96,Sprinkler,Mixed Farming,False,Poor,Poor,High,Rare,Far
FARM_902bf8,FARMER_2378,Kano,1.05,Drip,Crop Farming,False,Good,Good,High,Rare,Close
FARM_fda8e9,FARMER_2379,Ebonyi,2.22,None,Mixed Farming,True,Good,Good,Moderate,Frequent,Far
FARM_d294bc,FARMER_2380,Benue,1.25,Drip,Livestock Farming,True,Fair,Good,Low,Frequent,Far
FARM_9fcac8,FARMER_2381,Osun,2.27,Sprinkler,Crop Farming,False,Fair,Good,Low,Frequent,Far
FARM_8ed3f1,FARMER_2382,Osun,2.62,Sprinkler,Mixed Farming,False,Good,Poor,Moderate,Rare,Far
FARM_870e16,FARMER_2383,Kaduna,4.68,Sprinkler,Mixed Farming,False,Fair,Good,Moderate,Frequent,Close
FARM_9f13e9,FARMER_2384,Niger,1.32,Drip,Mixed Farming,False,Poor,Poor,High,Rare,Far
FARM_5f306d,FARMER_2385,Kebbi,4.11,Manual,Mixed Farming,False,Good,Good,High,Frequent,Close
FARM_fb2626,FARMER_2386,Ondo,2.58,Manual,Livestock Farming,False,Good,Good,Moderate,Rare,Far
FARM_d5b7c9,FARMER_2387,Kebbi,4.25,None,Livestock Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_f8f774,FARMER_2388,Taraba,3.05,Drip,Livestock Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_846024,FARMER_2389,Ondo,1.16,Drip,Crop Farming,True,Poor,Good,Low,None,Far
FARM_d94b85,FARMER_2390,Ondo,4.78,Drip,Mixed Farming,False,Poor,Poor,High,None,Far
FARM_62ad88,FARMER_2391,Kebbi,1.33,Sprinkler,Livestock Farming,False,Good,Good,Moderate,Rare,Close
FARM_597f9a,FARMER_2392,Ebonyi,3.39,Drip,Mixed Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_25bee1,FARMER_2393,Cross River,4.51,Manual,Crop Farming,True,Fair,Good,Low,Rare,Far
FARM_960cdc,FARMER_2394,Ebonyi,1.32,None,Mixed Farming,False,Fair,Poor,Moderate,Rare,Far
FARM_3686dc,FARMER_2395,Ebonyi,3.22,Manual,Livestock Farming,False,Fair,Poor,High,None,Close
FARM_866184,FARMER_2396,Plateau,4.3,Drip,Mixed Farming,False,Poor,Good,Low,Rare,Close
FARM_da3fe7,FARMER_2397,Ondo,4.95,None,Mixed Farming,False,Fair,Good,Moderate,None,Far
FARM_c9e755,FARMER_2398,Katsina,3.9,None,Mixed Farming,True,Fair,Good,High,Frequent,Close
FARM_166c2a,FARMER_2399,Plateau,2.11,Drip,Mixed Farming,True,Good,Poor,High,Frequent,Far
FARM_e1e3e8,FARMER_2400,Osun,3.8,Drip,Mixed Farming,True,Good,Poor,Low,Frequent,Close
FARM_fb3523,FARMER_2401,Niger,3.82,Manual,Livestock Farming,False,Fair,Good,High,Rare,Far
FARM_96ab71,FARMER_2402,Zamfara,3.8,Manual,Mixed Farming,True,Poor,Good,Low,None,Close
FARM_bd4352,FARMER_2403,Ebonyi,4.42,Sprinkler,Mixed Farming,True,Fair,Poor,High,Rare,Close
FARM_fba168,FARMER_2404,Kaduna,1.35,Sprinkler,Mixed Farming,False,Poor,Poor,Moderate,Frequent,Close
FARM_6246e1,FARMER_2405,Zamfara,1.43,Sprinkler,Crop Farming,False,Good,Poor,Low,Rare,Close
FARM_32ccf5,FARMER_2406,Taraba,3.56,Drip,Livestock Farming,False,Poor,Poor,High,None,Close
FARM_ad63f7,FARMER_2407,Bauchi,4.82,Drip,Crop Farming,False,Fair,Good,Low,None,Close
FARM_2c446b,FARMER_2408,Ebonyi,2.86,Sprinkler,Livestock Farming,True,Good,Poor,High,Frequent,Close
FARM_f8475b,FARMER_2409,Kano,4.84,Sprinkler,Livestock Farming,False,Fair,Poor,Low,Frequent,Close
FARM_94de64,FARMER_2410,Kano,4.75,Manual,Mixed Farming,False,Fair,Good,Moderate,Frequent,Far
FARM_12bb8f,FARMER_2411,Cross River,4.61,Sprinkler,Livestock Farming,True,Poor,Poor,Low,Rare,Far
FARM_d6ecab,FARMER_2412,Bauchi,4.64,Sprinkler,Crop Farming,False,Fair,Poor,Low,None,Far
FARM_087884,FARMER_2413,Bauchi,4.59,None,Livestock Farming,False,Fair,Good,Moderate,Rare,Far
FARM_08741d,FARMER_2414,Plateau,4.28,Sprinkler,Livestock Farming,False,Good,Good,High,Frequent,Far
FARM_3c68db,FARMER_2415,Katsina,3.78,None,Mixed Farming,True,Poor,Good,Moderate,None,Far
FARM_4be8a7,FARMER_2416,Kaduna,1.1,Sprinkler,Mixed Farming,False,Poor,Good,Low,Frequent,Close
FARM_9fdd57,FARMER_2417,Osun,1.53,None,Livestock Farming,False,Good,Poor,Moderate,None,Close
FARM_16bf2c,FARMER_2418,Oyo,1.54,Sprinkler,Crop Farming,True,Good,Good,Moderate,None,Close
FARM_da4729,FARMER_2419,Niger,1.09,Manual,Crop Farming,False,Poor,Good,Low,Frequent,Far
FARM_b5b632,FARMER_2420,Niger,1.47,Drip,Mixed Farming,False,Good,Poor,Low,None,Close
FARM_28f498,FARMER_2421,Kebbi,4.68,None,Mixed Farming,True,Poor,Good,Moderate,None,Close
FARM_db267d,FARMER_2422,Ebonyi,3.66,Drip,Crop Farming,False,Good,Good,Low,Frequent,Close
FARM_db052c,FARMER_2423,Ebonyi,2.25,Manual,Livestock Farming,True,Poor,Good,High,None,Close
FARM_726566,FARMER_2424,Kaduna,4.17,Sprinkler,Livestock Farming,False,Poor,Poor,High,Frequent,Far
FARM_88c9b0,FARMER_2425,Plateau,2.95,Sprinkler,Crop Farming,False,Good,Poor,High,Rare,Close
FARM_1f473e,FARMER_2426,Niger,1.57,Manual,Crop Farming,False,Fair,Poor,High,Rare,Close
FARM_56fe34,FARMER_2427,Zamfara,4.54,Drip,Mixed Farming,True,Fair,Poor,Moderate,Frequent,Far
FARM_e04271,FARMER_2428,Katsina,2.35,Drip,Crop Farming,True,Good,Good,Moderate,None,Far
FARM_9bf99c,FARMER_2429,Plateau,3.8,Drip,Mixed Farming,False,Poor,Poor,Moderate,Rare,Far
FARM_00822d,FARMER_2430,Kaduna,2.16,Drip,Livestock Farming,False,Good,Poor,Low,Frequent,Close
FARM_69368c,FARMER_2431,Benue,3.0,None,Livestock Farming,False,Fair,Good,Moderate,Frequent,Close
FARM_22f9e9,FARMER_2432,Osun,4.27,Drip,Crop Farming,False,Poor,Poor,Moderate,None,Close
FARM_b54efa,FARMER_2433,Katsina,1.63,None,Livestock Farming,False,Poor,Poor,Low,None,Far
FARM_ad2d5f,FARMER_2434,Ondo,4.91,Manual,Mixed Farming,True,Poor,Poor,Low,None,Close
FARM_c67900,FARMER_2435,Kebbi,1.28,Sprinkler,Livestock Farming,False,Fair,Poor,Low,Frequent,Far
FARM_3b9689,FARMER_2436,Ebonyi,3.14,None,Crop Farming,False,Fair,Poor,High,Rare,Far
FARM_0bc0cd,FARMER_2437,Kebbi,4.66,Drip,Livestock Farming,True,Poor,Good,Moderate,Frequent,Far
FARM_17cd31,FARMER_2438,Plateau,4.78,Sprinkler,Livestock Farming,True,Poor,Good,Moderate,None,Close
FARM_3d1e1d,FARMER_2439,Sokoto,1.93,None,Crop Farming,False,Fair,Good,Moderate,None,Far
FARM_7ae7d2,FARMER_2440,Kano,1.58,Sprinkler,Mixed Farming,False,Fair,Poor,Low,Frequent,Far
FARM_fe3d36,FARMER_2441,Benue,3.9,Manual,Crop Farming,False,Poor,Good,Moderate,None,Close
FARM_b2543d,FARMER_2442,Katsina,1.17,Drip,Livestock Farming,False,Good,Good,High,None,Far
FARM_acc892,FARMER_2443,Katsina,2.94,Manual,Livestock Farming,False,Good,Poor,Moderate,Frequent,Far
FARM_92e573,FARMER_2444,Osun,4.19,Sprinkler,Mixed Farming,False,Good,Good,Moderate,Rare,Close
FARM_3acf8c,FARMER_2445,Katsina,3.24,Manual,Crop Farming,False,Fair,Good,Low,None,Close
FARM_1757a0,FARMER_2446,Plateau,1.75,Drip,Crop Farming,False,Good,Poor,High,Rare,Far
FARM_f80748,FARMER_2447,Kano,2.95,None,Mixed Farming,False,Good,Good,Moderate,Rare,Far
FARM_8df325,FARMER_2448,Bauchi,4.69,Manual,Livestock Farming,False,Fair,Good,Low,Rare,Close
FARM_0fb7b8,FARMER_2449,Osun,3.47,Drip,Mixed Farming,False,Good,Poor,High,Rare,Far
FARM_9b3dd2,FARMER_2450,Ondo,3.89,Sprinkler,Crop Farming,False,Poor,Poor,High,None,Far
FARM_3f7206,FARMER_2451,Cross River,2.35,Manual,Livestock Farming,True,Fair,Poor,Low,None,Far
FARM_dd4705,FARMER_2452,Kebbi,1.75,None,Crop Farming,True,Poor,Poor,Low,Frequent,Far
FARM_bdf231,FARMER_2453,Cross River,2.02,Manual,Mixed Farming,True,Good,Poor,Low,None,Close
FARM_2aae30,FARMER_2454,Benue,3.13,Sprinkler,Mixed Farming,True,Poor,Poor,Low,Frequent,Far
FARM_573f3f,FARMER_2455,Kaduna,2.12,Sprinkler,Mixed Farming,False,Fair,Poor,Low,Rare,Far
FARM_fc7d4d,FARMER_2456,Zamfara,3.17,Sprinkler,Livestock Farming,False,Good,Good,Low,Frequent,Close
FARM_4d5b75,FARMER_2457,Ebonyi,3.83,Manual,Livestock Farming,False,Fair,Poor,Moderate,Frequent,Far
FARM_c4ae08,FARMER_2458,Kaduna,3.94,Manual,Livestock Farming,False,Good,Poor,Low,None,Far
FARM_b9ee7f,FARMER_2459,Benue,1.66,Manual,Mixed Farming,False,Fair,Good,Low,Frequent,Far
FARM_d07a7d,FARMER_2460,Oyo,4.0,None,Crop Farming,True,Fair,Poor,High,Rare,Far
FARM_f949cb,FARMER_2461,Kaduna,3.69,Drip,Crop Farming,True,Poor,Poor,High,None,Close
FARM_7e5544,FARMER_2462,Kebbi,1.05,Manual,Mixed Farming,False,Fair,Poor,High,None,Close
FARM_a94bf9,FARMER_2463,Oyo,1.24,None,Livestock Farming,True,Fair,Good,Low,None,Far
FARM_0dd1d7,FARMER_2464,Plateau,3.58,Sprinkler,Livestock Farming,True,Poor,Good,Low,Rare,Close
FARM_7dfe6a,FARMER_2465,Cross River,2.53,Manual,Mixed Farming,True,Good,Good,Moderate,Frequent,Close
FARM_fe7d71,FARMER_2466,Osun,1.58,Manual,Crop Farming,True,Good,Good,Moderate,None,Close
FARM_a100e9,FARMER_2467,Kaduna,1.18,Manual,Crop Farming,True,Fair,Poor,Moderate,Frequent,Far
FARM_af604a,FARMER_2468,Kano,1.64,None,Crop Farming,False,Poor,Good,Moderate,Rare,Far
FARM_e6ea10,FARMER_2469,Benue,4.83,Manual,Livestock Farming,True,Good,Good,Low,Rare,Close
FARM_6b45e1,FARMER_2470,Ebonyi,3.91,Manual,Mixed Farming,True,Poor,Good,High,Rare,Close
FARM_403551,FARMER_2471,Bauchi,3.11,Drip,Livestock Farming,False,Fair,Poor,Low,None,Close
FARM_c8b6f3,FARMER_2472,Benue,4.77,None,Crop Farming,True,Poor,Good,Low,None,Close
FARM_53bff1,FARMER_2473,Kano,3.48,Drip,Livestock Farming,False,Fair,Poor,Low,Frequent,Close
FARM_883eff,FARMER_2474,Katsina,3.9,Drip,Livestock Farming,True,Good,Poor,Low,Frequent,Close
FARM_800c46,FARMER_2475,Kaduna,2.13,Drip,Livestock Farming,False,Good,Poor,High,None,Close
FARM_e91133,FARMER_2476,Ondo,3.36,Drip,Livestock Farming,False,Good,Good,High,Rare,Far
FARM_a45bd2,FARMER_2477,Sokoto,1.57,Sprinkler,Crop Farming,False,Good,Poor,Moderate,Rare,Far
FARM_f3ae19,FARMER_2478,Oyo,2.62,Manual,Mixed Farming,True,Poor,Poor,Low,None,Far
FARM_f4b99e,FARMER_2479,Ebonyi,1.13,Drip,Crop Farming,True,Poor,Good,Moderate,Frequent,Far
