Finance_ID,Farmer_ID,Loan_Purpose,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Approval_Status,Repayment_Status,Credit Bureau Default_History,Source_of_Funding
LOAN_4404fc,FARMER_2294,Labor,132383,15.29,24,Approved,Fully Paid,False,Microfinance
LOAN_ef9d4d,FARMER_2295,Equipment,169925,12.21,24,Approved,Partially Paid,True,NGO
LOAN_e76d42,FARMER_2296,Land Expansion,279080,11.99,18,Approved,Fully Paid,False,Bank
LOAN_10ba9f,FARMER_2297,Land Expansion,95246,9.19,12,Approved,Fully Paid,False,Government
LOAN_b8ef7d,FARMER_2298,Labor,214769,22.71,24,Rejected,,False,Government
LOAN_a06f0a,FARMER_2299,Irrigation,232110,13.28,18,Rejected,,True,Government
LOAN_635394,FARMER_2300,Equipment,483657,20.05,24,Rejected,,False,NGO
LOAN_2c39b9,FARMER_2301,Irrigation,352583,16.48,24,Approved,Fully Paid,False,Microfinance
LOAN_4af90b,FARMER_2302,Land Expansion,123454,20.08,12,Rejected,,False,Government
LOAN_4caa01,FARMER_2303,Fertilizer,119447,11.42,12,Approved,Partially Paid,False,Microfinance
LOAN_f76109,FARMER_2304,Irrigation,359114,20.04,24,Approved,Fully Paid,False,Bank
LOAN_e96573,FARMER_2305,Fertilizer,316556,20.8,24,Approved,Fully Paid,False,NGO
LOAN_30c648,FARMER_2306,Labor,83485,7.09,12,Rejected,,False,Bank
LOAN_b8a8bd,FARMER_2307,Land Expansion,67041,6.83,12,Approved,Defaulted,False,Microfinance
LOAN_a07b42,FARMER_2308,Fertilizer,313356,24.71,18,Rejected,,False,NGO
LOAN_8dae0d,FARMER_2309,Equipment,275005,7.36,24,Approved,Partially Paid,True,Government
LOAN_dd4fb6,FARMER_2310,Land Expansion,121971,18.7,12,Approved,Defaulted,False,Bank
LOAN_0eb237,FARMER_2311,Labor,175150,19.96,24,Rejected,,True,Microfinance
LOAN_9360e9,FARMER_2312,Equipment,247365,6.27,18,Approved,Partially Paid,False,Government
LOAN_82517c,FARMER_2313,Land Expansion,220742,19.93,6,Approved,Fully Paid,False,Bank
LOAN_ede2ec,FARMER_2314,Irrigation,317680,13.39,24,Rejected,,True,Microfinance
LOAN_95e68c,FARMER_2315,Land Expansion,430310,10.49,18,Approved,Partially Paid,False,Government
LOAN_d52488,FARMER_2316,Equipment,195343,18.31,6,Approved,Fully Paid,False,Government
LOAN_ab12ee,FARMER_2317,Fertilizer,277365,21.66,24,Approved,Defaulted,False,NGO
LOAN_91b259,FARMER_2318,Fertilizer,383252,16.46,18,Rejected,,False,Government
LOAN_28a3ac,FARMER_2319,Land Expansion,141342,22.41,6,Approved,Partially Paid,False,Microfinance
LOAN_044ad2,FARMER_2320,Land Expansion,405229,5.45,18,Approved,Fully Paid,False,Microfinance
LOAN_80dade,FARMER_2321,Labor,236293,19.77,18,Approved,Fully Paid,False,Government
LOAN_e6ad77,FARMER_2322,Irrigation,104631,8.39,18,Approved,Fully Paid,False,Government
LOAN_c1b83f,FARMER_2323,Labor,142124,10.72,18,Rejected,,False,Government
LOAN_bacff2,FARMER_2324,Labor,94635,16.45,6,Approved,Fully Paid,False,NGO
LOAN_52b694,FARMER_2325,Fertilizer,186197,10.49,12,Approved,Defaulted,False,Government
LOAN_9bf8af,FARMER_2326,Fertilizer,98260,8.36,18,Approved,Partially Paid,False,NGO
LOAN_e9fd9f,FARMER_2327,Equipment,87861,22.71,6,Approved,Partially Paid,False,Government
LOAN_609ef7,FARMER_2328,Labor,137512,23.13,18,Approved,Partially Paid,False,NGO
LOAN_3e42cd,FARMER_2329,Equipment,342443,5.73,24,Approved,Partially Paid,False,Government
LOAN_4ee0f5,FARMER_2330,Land Expansion,195920,15.0,24,Approved,Defaulted,False,NGO
LOAN_2a8800,FARMER_2331,Equipment,409181,9.07,12,Approved,Partially Paid,False,Bank
LOAN_5a1664,FARMER_2332,Fertilizer,443298,22.27,6,Approved,Fully Paid,False,Government
LOAN_d29401,FARMER_2333,Labor,254574,14.25,24,Approved,Partially Paid,True,NGO
LOAN_676a9c,FARMER_2334,Fertilizer,332290,14.57,6,Rejected,,False,NGO
LOAN_5ca39d,FARMER_2335,Land Expansion,428232,17.55,24,Approved,Partially Paid,False,Microfinance
LOAN_ebb9fe,FARMER_2336,Irrigation,146590,6.11,6,Approved,Fully Paid,False,Microfinance
LOAN_3a5a54,FARMER_2337,Labor,198114,7.55,18,Rejected,,False,Microfinance
LOAN_3c55fd,FARMER_2338,Fertilizer,269237,14.97,18,Approved,Fully Paid,False,Microfinance
LOAN_b29434,FARMER_2339,Irrigation,63599,24.33,24,Rejected,,False,Bank
LOAN_06a716,FARMER_2340,Land Expansion,257672,21.87,12,Approved,Fully Paid,True,NGO
LOAN_bbee97,FARMER_2341,Irrigation,235374,22.79,24,Rejected,,False,Bank
LOAN_d32f0d,FARMER_2342,Fertilizer,362633,7.74,24,Approved,Fully Paid,False,Microfinance
LOAN_ead430,FARMER_2343,Fertilizer,401204,24.17,12,Approved,Defaulted,False,Microfinance
LOAN_d0e176,FARMER_2344,Land Expansion,359401,19.6,18,Rejected,,False,Microfinance
LOAN_12a53f,FARMER_2345,Land Expansion,130431,11.51,18,Approved,Fully Paid,False,Microfinance
LOAN_fd7b91,FARMER_2346,Irrigation,342730,22.29,24,Approved,Fully Paid,False,Microfinance
LOAN_488fcf,FARMER_2347,Irrigation,276856,19.95,6,Rejected,,False,Bank
LOAN_160447,FARMER_2348,Fertilizer,61416,19.73,24,Approved,Partially Paid,True,Bank
LOAN_692024,FARMER_2349,Land Expansion,276222,19.69,18,Approved,Partially Paid,False,NGO
LOAN_06d52b,FARMER_2350,Equipment,386565,21.02,6,Approved,Partially Paid,False,Bank
LOAN_ed299b,FARMER_2351,Land Expansion,185399,23.97,12,Approved,Defaulted,False,Government
LOAN_ec4672,FARMER_2352,Labor,174024,7.74,18,Approved,Defaulted,False,Microfinance
LOAN_0bb61f,FARMER_2353,Labor,69640,24.99,12,Rejected,,False,NGO
LOAN_ea64a4,FARMER_2354,Land Expansion,291095,22.45,18,Rejected,,False,Microfinance
LOAN_b34f7d,FARMER_2355,Irrigation,141964,13.83,18,Approved,Partially Paid,False,Government
LOAN_7391bc,FARMER_2356,Labor,341203,8.15,6,Approved,Fully Paid,False,Microfinance
LOAN_a92fd0,FARMER_2357,Fertilizer,162542,14.08,18,Rejected,,False,Government
LOAN_087856,FARMER_2358,Fertilizer,454087,20.57,24,Approved,Partially Paid,True,Government
LOAN_738f25,FARMER_2359,Fertilizer,181935,17.05,12,Approved,Partially Paid,False,NGO
LOAN_861915,FARMER_2360,Land Expansion,165937,10.59,18,Rejected,,False,Government
LOAN_ea9fc7,FARMER_2361,Labor,489919,13.14,24,Approved,Fully Paid,False,Government
LOAN_993941,FARMER_2362,Irrigation,92178,24.09,12,Approved,Defaulted,False,Microfinance
LOAN_1a405b,FARMER_2363,Fertilizer,497272,21.08,24,Approved,Partially Paid,False,NGO
LOAN_ece79c,FARMER_2364,Irrigation,113427,7.48,18,Rejected,,False,NGO
LOAN_9bb3ad,FARMER_2365,Fertilizer,450577,15.91,24,Approved,Fully Paid,False,Government
LOAN_b52a50,FARMER_2366,Land Expansion,229218,23.62,12,Rejected,,True,Microfinance
LOAN_6b61f6,FARMER_2367,Fertilizer,233126,5.69,12,Approved,Fully Paid,False,NGO
LOAN_8e8c1f,FARMER_2368,Land Expansion,210280,5.85,12,Approved,Fully Paid,True,Government
LOAN_42f206,FARMER_2369,Labor,382486,19.33,18,Rejected,,False,Bank
LOAN_0cdffd,FARMER_2370,Labor,251991,16.51,6,Rejected,,False,Microfinance
LOAN_615788,FARMER_2371,Irrigation,358738,5.92,24,Approved,Fully Paid,True,Government
LOAN_7e4aa9,FARMER_2372,Fertilizer,59686,24.92,12,Approved,Fully Paid,False,NGO
LOAN_8e1ea2,FARMER_2373,Labor,97342,16.6,12,Approved,Partially Paid,False,Government
LOAN_32053d,FARMER_2374,Equipment,281712,14.84,6,Approved,Fully Paid,False,Government
LOAN_0ea73b,FARMER_2375,Equipment,132287,13.95,12,Approved,Partially Paid,False,Bank
LOAN_09bc2e,FARMER_2376,Irrigation,263403,19.01,12,Rejected,,True,Microfinance
LOAN_b407d0,FARMER_2377,Labor,102245,14.17,18,Rejected,,False,Bank
LOAN_0c0721,FARMER_2378,Land Expansion,328881,18.18,6,Approved,Defaulted,True,Bank
LOAN_e915df,FARMER_2379,Equipment,239981,14.77,12,Approved,Fully Paid,False,Bank
LOAN_9b9a61,FARMER_2380,Labor,301438,17.21,18,Approved,Defaulted,False,Microfinance
LOAN_d2f6c0,FARMER_2381,Land Expansion,408819,21.1,18,Rejected,,False,Bank
LOAN_cb346c,FARMER_2382,Fertilizer,264330,21.34,18,Rejected,,False,NGO
LOAN_deb761,FARMER_2383,Labor,497245,21.98,18,Rejected,,False,Microfinance
LOAN_b60fbd,FARMER_2384,Fertilizer,132248,9.06,6,Approved,Partially Paid,False,NGO
LOAN_534e4b,FARMER_2385,Equipment,354597,6.22,6,Approved,Defaulted,False,Microfinance
LOAN_24ac8b,FARMER_2386,Fertilizer,484139,21.72,18,Approved,Fully Paid,False,NGO
LOAN_3460ea,FARMER_2387,Equipment,204472,5.85,6,Approved,Partially Paid,False,Government
LOAN_343c11,FARMER_2388,Irrigation,61021,9.27,24,Approved,Fully Paid,False,Bank
LOAN_fcd165,FARMER_2389,Irrigation,444702,15.52,24,Rejected,,False,NGO
LOAN_26dfe0,FARMER_2390,Equipment,450823,22.11,18,Approved,Partially Paid,False,NGO
LOAN_bf0fb1,FARMER_2391,Land Expansion,279348,22.94,12,Rejected,,True,Bank
LOAN_2b056a,FARMER_2392,Irrigation,463335,17.56,12,Approved,Fully Paid,False,Bank
LOAN_f2549d,FARMER_2393,Land Expansion,198193,24.34,24,Approved,Partially Paid,False,Microfinance
LOAN_edfa49,FARMER_2394,Land Expansion,161786,19.6,18,Approved,Partially Paid,False,Microfinance
LOAN_e17244,FARMER_2395,Land Expansion,89660,15.55,24,Approved,Partially Paid,False,NGO
LOAN_ea16a3,FARMER_2396,Labor,349755,7.69,24,Rejected,,True,Microfinance
LOAN_23f991,FARMER_2397,Labor,272978,13.58,12,Approved,Fully Paid,True,Bank
LOAN_a9cf4b,FARMER_2398,Land Expansion,141414,21.45,24,Approved,Fully Paid,False,Microfinance
LOAN_ee86b9,FARMER_2399,Equipment,482275,10.67,18,Rejected,,False,Microfinance
LOAN_ea8628,FARMER_2400,Irrigation,52668,16.57,12,Approved,Partially Paid,True,Microfinance
LOAN_085dc8,FARMER_2401,Fertilizer,447454,24.67,12,Approved,Fully Paid,False,Government
LOAN_1fb0e9,FARMER_2402,Labor,104223,8.49,24,Approved,Fully Paid,False,Microfinance
LOAN_52748c,FARMER_2403,Labor,185238,7.03,6,Approved,Fully Paid,False,NGO
LOAN_c3466b,FARMER_2404,Fertilizer,343174,20.91,24,Approved,Fully Paid,False,Bank
LOAN_7c005c,FARMER_2405,Land Expansion,50637,5.5,18,Approved,Fully Paid,False,Microfinance
LOAN_e3eeb4,FARMER_2406,Fertilizer,52641,17.87,6,Rejected,,False,NGO
LOAN_e10513,FARMER_2407,Land Expansion,172920,11.71,18,Approved,Fully Paid,False,Government
LOAN_956abc,FARMER_2408,Labor,160481,19.48,12,Approved,Fully Paid,True,Microfinance
LOAN_17330a,FARMER_2409,Fertilizer,257746,7.41,18,Approved,Fully Paid,False,Microfinance
LOAN_641e94,FARMER_2410,Equipment,321106,11.6,18,Rejected,,True,Government
LOAN_725a5e,FARMER_2411,Irrigation,408755,5.34,18,Rejected,,False,NGO
LOAN_157433,FARMER_2412,Irrigation,473055,9.7,24,Approved,Fully Paid,False,NGO
LOAN_6b7980,FARMER_2413,Irrigation,186874,14.67,24,Rejected,,False,NGO
LOAN_088d9d,FARMER_2414,Fertilizer,431206,8.55,18,Approved,Partially Paid,False,NGO
LOAN_1bf6fb,FARMER_2415,Land Expansion,319782,16.99,24,Rejected,,False,Bank
LOAN_e54149,FARMER_2416,Labor,228830,7.36,12,Rejected,,False,NGO
LOAN_4622c3,FARMER_2417,Irrigation,495384,19.9,12,Approved,Fully Paid,True,Government
LOAN_54daf6,FARMER_2418,Fertilizer,152014,23.43,6,Approved,Fully Paid,True,NGO
LOAN_04702b,FARMER_2419,Irrigation,295817,12.72,24,Rejected,,True,Microfinance
LOAN_07d7c6,FARMER_2420,Land Expansion,403909,15.56,24,Rejected,,True,Microfinance
LOAN_c31c75,FARMER_2421,Equipment,397301,14.77,18,Approved,Partially Paid,False,Microfinance
LOAN_b50552,FARMER_2422,Equipment,466116,20.71,6,Rejected,,False,Microfinance
LOAN_f08e7a,FARMER_2423,Labor,164769,24.88,12,Rejected,,False,Bank
LOAN_2e8055,FARMER_2424,Equipment,187061,19.71,12,Rejected,,False,Microfinance
LOAN_9d5a90,FARMER_2425,Equipment,56507,9.29,18,Rejected,,False,Microfinance
LOAN_13fb32,FARMER_2426,Fertilizer,297268,18.92,24,Approved,Fully Paid,False,Government
LOAN_90547b,FARMER_2427,Fertilizer,55165,17.32,18,Rejected,,False,Bank
LOAN_493295,FARMER_2428,Labor,173141,9.2,6,Approved,Partially Paid,False,NGO
LOAN_b0711f,FARMER_2429,Labor,97572,9.82,12,Approved,Fully Paid,False,Government
LOAN_a0e49b,FARMER_2430,Fertilizer,53706,18.06,6,Approved,Defaulted,False,Microfinance
LOAN_6d3ffb,FARMER_2431,Equipment,475181,21.16,12,Rejected,,False,Microfinance
LOAN_ad6d61,FARMER_2432,Land Expansion,170923,20.25,12,Approved,Fully Paid,False,Microfinance
LOAN_eec85d,FARMER_2433,Equipment,146147,17.13,6,Approved,Defaulted,False,Bank
LOAN_73ef4a,FARMER_2434,Equipment,119650,23.75,12,Rejected,,False,Microfinance
LOAN_dbfa38,FARMER_2435,Land Expansion,314461,19.62,12,Approved,Fully Paid,False,Government
LOAN_ffc083,FARMER_2436,Labor,415120,15.84,6,Rejected,,False,Government
LOAN_29a2d3,FARMER_2437,Fertilizer,129859,21.32,12,Rejected,,False,Bank
LOAN_4a0aaa,FARMER_2438,Labor,93871,10.81,6,Rejected,,False,Microfinance
LOAN_9c486e,FARMER_2439,Labor,130286,10.27,18,Rejected,,False,Microfinance
LOAN_9b0fb7,FARMER_2440,Labor,293352,24.43,24,Approved,Fully Paid,False,Microfinance
LOAN_5aa1fa,FARMER_2441,Fertilizer,493638,24.0,24,Approved,Fully Paid,True,Bank
LOAN_a8b276,FARMER_2442,Labor,436758,22.61,24,Approved,Fully Paid,False,Bank
LOAN_fbf8a1,FARMER_2443,Labor,447030,9.29,12,Approved,Fully Paid,False,Microfinance
LOAN_98441d,FARMER_2444,Irrigation,243837,16.75,6,Rejected,,False,Government
LOAN_629b7b,FARMER_2445,Equipment,201475,15.7,24,Approved,Defaulted,False,Bank
LOAN_2f893b,FARMER_2446,Irrigation,424799,9.06,12,Rejected,,False,Bank
LOAN_3d3a2f,FARMER_2447,Fertilizer,87483,13.96,12,Approved,Defaulted,False,Government
LOAN_6e8ff5,FARMER_2448,Land Expansion,417094,14.3,6,Rejected,,True,Government
LOAN_cdbee4,FARMER_2449,Land Expansion,426202,9.81,18,Approved,Defaulted,True,Microfinance
LOAN_52aca3,FARMER_2450,Irrigation,275041,24.1,6,Rejected,,True,Microfinance
LOAN_277276,FARMER_2451,Irrigation,322235,14.85,12,Approved,Partially Paid,True,Microfinance
LOAN_110269,FARMER_2452,Irrigation,368135,15.5,18,Approved,Partially Paid,True,Microfinance
LOAN_e3aaed,FARMER_2453,Equipment,472889,16.97,18,Approved,Defaulted,False,NGO
LOAN_ebd551,FARMER_2454,Fertilizer,265223,22.74,24,Approved,Partially Paid,True,Bank
LOAN_5936bf,FARMER_2455,Labor,255240,15.67,12,Rejected,,False,Government
LOAN_1b519e,FARMER_2456,Irrigation,66964,15.82,6,Rejected,,False,NGO
LOAN_a284fb,FARMER_2457,Equipment,102473,9.8,6,Approved,Fully Paid,False,NGO
LOAN_9f8567,FARMER_2458,Land Expansion,476359,17.06,24,Rejected,,False,NGO
LOAN_d94ba7,FARMER_2459,Land Expansion,269073,12.62,12,Rejected,,False,Microfinance
LOAN_03316b,FARMER_2460,Land Expansion,447017,17.94,6,Approved,Partially Paid,False,Government
LOAN_9292ba,FARMER_2461,Irrigation,65447,11.01,6,Approved,Partially Paid,True,Microfinance
LOAN_26acc1,FARMER_2462,Land Expansion,449705,19.31,6,Approved,Fully Paid,False,Government
LOAN_fe459c,FARMER_2463,Land Expansion,404063,17.38,18,Approved,Defaulted,False,Microfinance
LOAN_5e8d4f,FARMER_2464,Land Expansion,345640,14.49,18,Rejected,,False,Government
LOAN_860d8f,FARMER_2465,Labor,473781,6.93,24,Approved,Fully Paid,False,Microfinance
LOAN_1f34dc,FARMER_2466,Land Expansion,93397,17.54,24,Rejected,,False,Bank
LOAN_a791cb,FARMER_2467,Equipment,250883,22.19,6,Approved,Partially Paid,True,Microfinance
LOAN_8e8419,FARMER_2468,Irrigation,368076,8.42,12,Rejected,,True,Government
LOAN_595b09,FARMER_2469,Labor,347335,6.69,12,Approved,Fully Paid,False,NGO
LOAN_6855d6,FARMER_2470,Labor,498694,5.79,24,Approved,Defaulted,False,Microfinance
LOAN_aa14f4,FARMER_2471,Irrigation,110235,5.64,12,Rejected,,True,Bank
LOAN_ad3df4,FARMER_2472,Land Expansion,363672,21.84,12,Approved,Fully Paid,False,Bank
LOAN_33c255,FARMER_2473,Land Expansion,486144,19.55,6,Approved,Partially Paid,False,Microfinance
LOAN_6cb974,FARMER_2474,Fertilizer,89401,9.05,6,Approved,Partially Paid,True,NGO
LOAN_533b56,FARMER_2475,Land Expansion,183319,23.34,12,Approved,Fully Paid,False,Government
LOAN_6745ab,FARMER_2476,Equipment,273927,7.71,6,Rejected,,False,Government
LOAN_700ccd,FARMER_2477,Land Expansion,236846,12.48,12,Approved,Defaulted,True,Government
LOAN_33e0db,FARMER_2478,Irrigation,192120,14.04,12,Rejected,,True,NGO
LOAN_f32ba7,FARMER_2479,Land Expansion,207407,6.52,18,Approved,Fully Paid,False,Government
LOAN_ed1d1c,FARMER_2480,Irrigation,186646,11.95,12,Approved,Partially Paid,False,NGO
LOAN_4a5475,FARMER_2481,Labor,106312,7.04,18,Approved,Partially Paid,True,Bank
LOAN_0c0994,FARMER_2482,Fertilizer,481977,20.8,24,Rejected,,False,Bank
LOAN_f88233,FARMER_2483,Labor,137479,5.94,12,Rejected,,False,Microfinance
LOAN_8185bb,FARMER_2484,Irrigation,405928,5.34,24,Approved,Fully Paid,False,NGO
LOAN_097fd7,FARMER_2485,Fertilizer,102960,19.65,6,Approved,Partially Paid,True,Government
LOAN_4dc20f,FARMER_2486,Labor,277826,20.62,18,Approved,Fully Paid,True,Microfinance
LOAN_ff9ad2,FARMER_2487,Land Expansion,298437,14.91,24,Approved,Partially Paid,True,NGO
LOAN_9d12a3,FARMER_2488,Land Expansion,309227,11.36,6,Approved,Fully Paid,True,NGO
LOAN_b3be72,FARMER_2489,Fertilizer,301338,9.73,12,Rejected,,True,Bank
LOAN_331895,FARMER_2490,Labor,125422,7.34,18,Approved,Defaulted,False,Microfinance
LOAN_d74ea2,FARMER_2491,Equipment,244742,14.68,12,Approved,Defaulted,True,Microfinance
LOAN_dc1c2f,FARMER_2492,Equipment,87299,14.82,24,Approved,Fully Paid,False,Government
LOAN_77fa73,FARMER_2493,Equipment,412185,14.12,12,Approved,Fully Paid,False,Bank
LOAN_ac4611,FARMER_2494,Labor,88465,20.57,6,Rejected,,False,NGO
LOAN_15e53a,FARMER_2495,Labor,279421,7.0,24,Approved,Defaulted,False,Bank
LOAN_0fb19a,FARMER_2496,Labor,351931,18.4,18,Approved,Partially Paid,False,NGO
LOAN_b20a80,FARMER_2497,Irrigation,219731,13.03,6,Approved,Partially Paid,False,Microfinance
LOAN_4ddbc7,FARMER_2498,Equipment,334588,9.82,6,Rejected,,False,Bank
LOAN_cca556,FARMER_2499,Equipment,472131,18.63,18,Rejected,,False,Government
LOAN_271078,FARMER_2500,Equipment,238571,8.95,6,Approved,Partially Paid,False,NGO
LOAN_dd964d,FARMER_2501,Irrigation,100113,9.62,24,Rejected,,True,Microfinance
LOAN_08eed5,FARMER_2502,Irrigation,343112,24.97,12,Approved,Fully Paid,True,Bank
LOAN_1950fc,FARMER_2503,Labor,231168,22.77,18,Approved,Partially Paid,False,Government
LOAN_dc6ac9,FARMER_2504,Equipment,336302,18.94,18,Approved,Fully Paid,False,Bank
LOAN_5c5be3,FARMER_2505,Equipment,340774,11.32,24,Rejected,,False,NGO
LOAN_f7b655,FARMER_2506,Land Expansion,53919,15.73,24,Rejected,,True,Government
LOAN_4f7b8e,FARMER_2507,Land Expansion,469528,7.53,18,Approved,Fully Paid,True,NGO
LOAN_7189ac,FARMER_2508,Land Expansion,219898,11.68,18,Approved,Fully Paid,False,Microfinance
LOAN_e46a31,FARMER_2509,Irrigation,458197,6.36,18,Approved,Fully Paid,True,Government
LOAN_9c4d32,FARMER_2510,Labor,109768,17.21,18,Rejected,,False,Bank
LOAN_c021e7,FARMER_2511,Fertilizer,479822,22.15,24,Rejected,,False,Microfinance
LOAN_a25787,FARMER_2512,Equipment,192083,21.19,12,Rejected,,True,Bank
LOAN_9a355f,FARMER_2513,Land Expansion,162879,22.12,18,Approved,Fully Paid,False,Microfinance
LOAN_3bee34,FARMER_2514,Equipment,459035,8.49,6,Approved,Fully Paid,False,Bank
LOAN_e15ab9,FARMER_2515,Equipment,282026,18.0,6,Approved,Fully Paid,True,NGO
LOAN_c913d4,FARMER_2516,Equipment,386111,24.13,6,Approved,Fully Paid,False,NGO
LOAN_8ee91f,FARMER_2517,Labor,86022,20.67,24,Approved,Partially Paid,False,Microfinance
LOAN_3a24e6,FARMER_2518,Equipment,146565,5.07,18,Approved,Partially Paid,True,Microfinance
LOAN_3ad2e3,FARMER_2519,Labor,285778,22.65,24,Rejected,,False,Government
LOAN_a563c3,FARMER_2520,Fertilizer,401691,19.12,6,Approved,Partially Paid,False,Microfinance
LOAN_58c9da,FARMER_2521,Fertilizer,177406,7.44,12,Rejected,,False,Microfinance
LOAN_cb4497,FARMER_2522,Irrigation,353603,11.28,6,Rejected,,False,Government
LOAN_dcc04b,FARMER_2523,Equipment,258669,7.35,18,Rejected,,True,Microfinance
LOAN_f330dc,FARMER_2524,Land Expansion,301979,19.6,12,Approved,Partially Paid,False,Bank
LOAN_18c809,FARMER_2525,Irrigation,344249,5.07,12,Approved,Fully Paid,True,NGO
LOAN_5b0efe,FARMER_2526,Irrigation,371718,14.29,12,Approved,Fully Paid,False,Government
LOAN_347696,FARMER_2527,Fertilizer,358282,25.0,6,Approved,Fully Paid,True,Government
LOAN_701e9f,FARMER_2528,Land Expansion,487804,22.02,24,Approved,Defaulted,False,Microfinance
LOAN_185221,FARMER_2529,Equipment,387301,16.74,6,Rejected,,False,NGO
LOAN_043589,FARMER_2530,Equipment,124254,18.88,18,Approved,Partially Paid,True,Government
LOAN_beec26,FARMER_2531,Fertilizer,72235,17.07,12,Approved,Partially Paid,True,Bank
LOAN_25db8e,FARMER_2532,Labor,346720,21.22,24,Rejected,,False,Microfinance
LOAN_ba7f7e,FARMER_2533,Fertilizer,223242,22.72,24,Approved,Defaulted,False,NGO
LOAN_f345a8,FARMER_2534,Land Expansion,176827,20.33,18,Rejected,,False,Microfinance
LOAN_4b6fce,FARMER_2535,Labor,123711,8.64,18,Approved,Fully Paid,False,Microfinance
LOAN_95dd60,FARMER_2536,Land Expansion,255848,12.45,18,Approved,Fully Paid,False,Bank
LOAN_691767,FARMER_2537,Equipment,201850,20.69,12,Rejected,,False,Bank
LOAN_5b2279,FARMER_2538,Labor,81935,21.46,12,Approved,Fully Paid,False,Bank
LOAN_e66ff5,FARMER_2539,Land Expansion,425474,17.58,18,Rejected,,False,Government
LOAN_0af0f4,FARMER_2540,Equipment,349580,19.28,12,Approved,Defaulted,False,NGO
LOAN_740308,FARMER_2541,Land Expansion,295676,8.49,6,Approved,Fully Paid,False,Government
LOAN_278152,FARMER_2542,Labor,485330,12.45,24,Rejected,,False,Microfinance
LOAN_74174e,FARMER_2543,Equipment,72264,15.69,12,Rejected,,False,NGO
LOAN_82252b,FARMER_2544,Land Expansion,493043,24.67,24,Approved,Fully Paid,False,NGO
LOAN_8e8e72,FARMER_2545,Irrigation,192302,20.98,6,Approved,Fully Paid,True,Microfinance
LOAN_44fa5a,FARMER_2546,Labor,294215,8.85,12,Approved,Defaulted,False,Microfinance
LOAN_b13497,FARMER_2547,Labor,167966,12.05,18,Approved,Defaulted,False,Government
LOAN_449aa8,FARMER_2548,Labor,420925,9.34,18,Rejected,,False,Bank
LOAN_4bccb6,FARMER_2549,Equipment,248847,8.05,6,Rejected,,False,Bank
LOAN_0bb347,FARMER_2550,Labor,337771,7.4,6,Rejected,,False,Microfinance
LOAN_a26c38,FARMER_2551,Land Expansion,290746,24.31,12,Rejected,,True,Bank
LOAN_fb0ad7,FARMER_2552,Irrigation,176174,23.13,6,Approved,Defaulted,True,NGO
LOAN_e0b7c5,FARMER_2553,Land Expansion,460028,14.66,24,Approved,Fully Paid,False,Government
LOAN_6630ee,FARMER_2554,Land Expansion,461731,15.97,18,Approved,Fully Paid,False,Bank
LOAN_a0e8bd,FARMER_2555,Labor,140609,21.77,12,Rejected,,False,Microfinance
LOAN_e63a84,FARMER_2556,Irrigation,486460,17.98,6,Rejected,,False,Microfinance
LOAN_29928a,FARMER_2557,Irrigation,457700,19.65,24,Approved,Defaulted,True,Bank
LOAN_e4f463,FARMER_2558,Irrigation,447082,20.82,18,Rejected,,False,Microfinance
LOAN_84e60b,FARMER_2559,Irrigation,181922,14.66,18,Rejected,,True,Microfinance
LOAN_dfe396,FARMER_2560,Fertilizer,290227,24.5,12,Approved,Defaulted,False,NGO
LOAN_28478a,FARMER_2561,Irrigation,468850,17.57,12,Approved,Fully Paid,False,Government
LOAN_afdba4,FARMER_2562,Labor,227071,17.67,12,Approved,Partially Paid,False,Government
LOAN_209d54,FARMER_2563,Irrigation,84912,7.82,12,Approved,Defaulted,False,Bank
LOAN_8ceb13,FARMER_2564,Land Expansion,107187,24.75,6,Approved,Partially Paid,False,NGO
LOAN_62be10,FARMER_2565,Fertilizer,56550,6.42,12,Approved,Fully Paid,True,NGO
LOAN_e62381,FARMER_2566,Land Expansion,270095,24.71,6,Rejected,,True,NGO
LOAN_0a21e5,FARMER_2567,Labor,257372,23.21,24,Approved,Partially Paid,False,NGO
LOAN_012572,FARMER_2568,Labor,469573,22.13,24,Rejected,,False,Microfinance
LOAN_e6ae77,FARMER_2569,Irrigation,210669,18.47,18,Approved,Fully Paid,False,Bank
LOAN_2545de,FARMER_2570,Labor,410393,17.18,24,Approved,Fully Paid,True,Government
LOAN_cb95e7,FARMER_2571,Fertilizer,140515,24.93,24,Approved,Fully Paid,False,Government
LOAN_23439c,FARMER_2572,Land Expansion,341589,24.48,12,Approved,Partially Paid,True,NGO
LOAN_bf4a06,FARMER_2573,Labor,448558,21.24,12,Approved,Fully Paid,False,Government
LOAN_7dde77,FARMER_2574,Labor,386274,6.74,12,Approved,Fully Paid,False,Bank
LOAN_aa2f41,FARMER_2575,Fertilizer,414105,12.44,24,Rejected,,False,Government
LOAN_f73235,FARMER_2576,Equipment,289369,22.32,12,Rejected,,False,Microfinance
LOAN_017508,FARMER_2577,Equipment,433252,19.05,12,Approved,Partially Paid,False,NGO
LOAN_48cc88,FARMER_2578,Fertilizer,423630,7.44,12,Approved,Partially Paid,False,Government
LOAN_f79537,FARMER_2579,Labor,327889,11.96,12,Rejected,,False,Bank
LOAN_eaeca2,FARMER_2580,Fertilizer,379196,5.39,6,Rejected,,False,Government
